,ProductID,Date,Zip,Units,Revenue
132,1085,12/15/2019,91901,1,"891,975"
133,1085,12/15/2019,94513,1,"891,975"
134,1085,12/15/2019,94565,1,"891,975"
135,1085,12/16/2019,8753,1,"891,975"
136,1085,12/16/2019,33178,1,"891,975"
137,1085,12/16/2019,37215,1,"865,725"
138,1085,12/16/2019,63051,1,"891,975"
139,1085,12/16/2019,65721,1,"891,975"
140,1085,12/16/2019,72223,1,"891,975"
141,1085,12/16/2019,76230,1,"891,975"
142,1085,12/16/2019,84655,1,"891,975"
143,1085,12/16/2019,97708,1,"891,975"
144,1085,12/19/2019,21029,1,"891,975"
145,1085,12/19/2019,25159,1,"891,975"
146,1085,12/19/2019,29526,1,"891,975"
147,1085,12/19/2019,33880,1,"891,975"
148,1085,12/19/2019,36279,1,"891,975"
149,1085,12/19/2019,36305,1,"891,975"
150,1085,12/19/2019,36362,1,"891,975"
151,1085,12/19/2019,36732,1,"891,975"
152,1085,12/19/2019,70058,1,"865,725"
153,1070,7/20/2020,79109,1,"1,574,475"
154,1070,7/24/2020,56007,1,"1,574,475"
155,1070,7/27/2020,73401,1,"1,574,475"
156,1070,7/28/2020,47630,1,"1,574,475"
157,1070,8/1/2020,35071,1,"1,574,475"
158,1070,8/4/2020,84720,1,"1,574,475"
159,1070,8/11/2020,29687,1,"1,574,475"
160,1070,8/14/2020,38834,1,"1,574,475"
161,1070,8/15/2020,85755,1,"1,574,475"
162,1070,8/16/2020,46122,1,"1,574,475"
163,1070,8/25/2020,35125,1,"1,574,475"
164,1070,8/30/2020,72150,1,"1,574,475"
165,1070,9/1/2020,92881,1,"1,574,475"
166,1070,9/5/2020,78217,1,"1,574,475"
167,1070,9/26/2020,78040,1,"1,574,475"
168,1070,9/26/2020,92557,1,"1,574,475"
169,1070,9/27/2020,7405,1,"1,574,475"
170,1070,10/24/2020,20705,1,"1,574,475"
171,1070,10/25/2020,32127,3,"4,723,425"
172,1070,10/26/2020,5201,1,"1,574,475"
173,1070,10/26/2020,33569,2,"314,895"
174,1070,10/26/2020,79464,1,"1,574,475"
175,1070,11/9/2020,92307,1,"1,574,475"
176,1070,11/17/2020,85379,1,"1,574,475"
177,1070,11/28/2020,21651,1,"1,574,475"
178,1070,11/28/2020,74023,1,"1,574,475"
179,1070,12/1/2020,7760,1,"1,574,475"
180,1070,12/1/2020,92881,1,"1,574,475"
181,1070,12/4/2020,85218,1,"1,574,475"
182,1070,12/7/2020,97080,1,"1,574,475"
183,1070,12/11/2020,65613,1,"1,574,475"
184,1070,12/13/2020,1240,1,"1,574,475"
185,1070,12/13/2020,68516,1,"1,574,475"
186,1070,12/14/2020,88310,1,"1,574,475"
187,1070,12/27/2020,53207,2,"314,895"
188,1070,12/27/2020,92555,1,"1,574,475"
189,1070,12/28/2020,6093,1,"1,574,475"
190,1070,12/28/2020,91321,1,"1,574,475"
191,1070,12/29/2020,85239,1,"1,574,475"
192,1070,12/30/2020,75034,1,"1,574,475"
193,1094,3/3/2017,75608,1,"576,975"
194,1094,3/3/2017,92243,1,"576,975"
195,1094,3/6/2017,73626,1,"576,975"
196,1094,3/6/2017,95678,1,"576,975"
197,1094,3/7/2017,25671,1,"576,975"
198,1094,3/7/2017,52351,1,"576,975"
199,1094,3/10/2017,63088,1,"576,975"
200,1094,3/10/2017,88220,1,"576,975"
201,1094,3/14/2017,68147,1,"576,975"
202,1094,3/14/2017,70706,1,"576,975"
203,1094,3/24/2017,83686,1,"576,975"
204,1094,3/27/2017,35504,1,"576,975"
205,1094,3/28/2017,53158,1,"576,975"
206,1094,3/28/2017,83201,1,"576,975"
207,1094,3/28/2017,94587,1,"576,975"
208,1094,3/31/2017,54313,1,"576,975"
209,1094,4/2/2017,68434,1,"576,975"
210,1094,4/9/2017,71657,1,"576,975"
211,1094,4/9/2017,97013,1,"576,975"
212,1094,4/15/2017,76210,1,"576,975"
213,1094,4/15/2017,94010,1,"576,975"
214,1094,4/16/2017,46324,1,"576,975"
215,1094,4/17/2017,37618,1,"576,975"
216,1094,4/17/2017,72745,1,"576,975"
217,1094,4/22/2017,20735,1,"576,975"
218,1094,4/23/2017,46221,1,"576,975"
219,1094,4/30/2017,95003,1,"576,975"
220,1094,5/1/2017,90620,1,"576,975"
221,1094,5/2/2017,78411,1,"576,975"
222,1094,5/6/2017,54901,1,"576,975"
223,1094,5/6/2017,75904,1,"576,975"
224,1094,5/14/2017,99577,1,"576,975"
225,1094,5/20/2017,84066,1,"576,975"
226,1094,5/23/2017,32825,1,"576,975"
227,1094,5/23/2017,68410,1,"576,975"
228,1094,5/27/2017,29018,1,"576,975"
229,1094,5/27/2017,40360,1,"576,975"
230,1094,5/27/2017,54601,1,"576,975"
231,1094,5/27/2017,78258,1,"576,975"
232,1094,5/28/2017,94945,1,"576,975"
233,1094,6/2/2017,70433,1,"576,975"
234,1094,6/16/2017,84095,1,"576,975"
235,1094,6/16/2017,97527,1,"576,975"
236,1094,6/20/2017,85641,1,"576,975"
237,1094,6/24/2017,40505,1,"576,975"
238,1094,6/26/2017,21122,1,"576,975"
239,1094,7/2/2017,39354,1,"576,975"
240,1094,7/7/2017,71227,1,"576,975"
241,1094,7/16/2017,67871,1,"576,975"
242,1094,7/28/2017,64034,1,"576,975"
243,1094,7/29/2017,40299,1,"576,975"
244,1094,7/29/2017,66226,1,"576,975"
245,1094,7/31/2017,59718,1,"576,975"
246,1094,8/29/2017,64093,1,"576,975"
247,1094,9/2/2017,76244,1,"576,975"
248,1094,9/8/2017,37691,1,"576,975"
249,1094,9/29/2017,29671,1,"576,975"
250,1094,10/8/2017,93905,1,"576,975"
251,1094,10/14/2017,51249,1,"576,975"
252,1094,10/27/2017,76266,1,"576,975"
253,1094,11/7/2017,38655,1,"576,975"
254,1094,11/10/2017,1082,1,"576,975"
255,1094,11/10/2017,46151,1,"576,975"
256,1094,11/19/2017,34482,1,"576,975"
257,1094,11/24/2017,38965,1,"576,975"
258,1094,12/3/2017,32548,1,"576,975"
259,1094,12/8/2017,75631,1,"576,975"
260,1094,12/11/2017,39116,1,"576,975"
261,1094,12/12/2017,39702,1,"576,975"
262,1094,12/15/2017,39574,1,"576,975"
263,1094,12/16/2017,83686,1,"576,975"
264,1094,12/18/2017,71832,1,"576,975"
265,1094,12/22/2017,6479,1,"576,975"
266,1094,12/22/2017,34746,1,"576,975"
267,1094,12/22/2017,78380,1,"576,975"
268,1094,12/22/2017,95682,1,"576,975"
269,1094,12/23/2017,70094,1,"576,975"
270,1094,12/23/2017,94122,1,"576,975"
271,1094,12/29/2017,38501,1,"576,975"
272,1094,12/29/2017,76234,1,"576,975"
273,1094,12/29/2017,82443,1,"576,975"
274,1094,12/30/2017,63379,1,"576,975"
275,1094,12/30/2017,91342,1,"576,975"
276,1094,12/30/2017,92508,2,"115,395"
277,1094,12/30/2017,93033,1,"576,975"
278,1094,1/5/2018,37763,1,"576,975"
279,1094,1/5/2018,40031,1,"576,975"
280,1094,1/5/2018,41621,1,"576,975"
281,1094,1/5/2018,57718,1,"576,975"
282,1094,1/5/2018,63341,1,"576,975"
283,1094,1/5/2018,72065,1,"576,975"
284,1094,1/5/2018,82716,1,"576,975"
285,1094,1/5/2018,82727,1,"576,975"
286,1094,1/5/2018,84042,1,"576,975"
287,1094,1/6/2018,85037,1,"576,975"
288,1094,1/7/2018,76542,1,"576,975"
289,1094,1/12/2018,2864,1,"576,975"
290,1094,1/13/2018,34986,1,"576,975"
291,1094,1/14/2018,90712,1,"576,975"
292,1094,1/16/2018,38701,1,"576,975"
293,1094,1/16/2018,38732,1,"576,975"
294,1094,1/22/2018,74533,1,"576,975"
295,1094,1/23/2018,37830,1,"576,975"
296,1094,1/30/2018,82001,1,"576,975"
297,1094,1/30/2018,93001,1,"576,975"
298,1094,1/30/2018,94401,1,"576,975"
299,1094,2/2/2018,36854,1,"576,975"
300,1094,2/3/2018,68516,1,"576,975"
301,1094,2/5/2018,77450,1,"576,975"
302,1094,2/9/2018,33068,1,"576,975"
303,1094,2/10/2018,36863,1,"576,975"
304,1094,2/18/2018,6107,1,"576,975"
305,1094,2/24/2018,71655,1,"576,975"
306,1113,7/27/2020,83001,1,"1,469,475"
307,1113,7/31/2020,92883,1,"1,469,475"
308,1113,8/7/2020,40337,1,"1,469,475"
309,1113,8/8/2020,1527,1,"1,469,475"
310,1113,8/15/2020,32808,1,"1,469,475"
311,1113,8/15/2020,89815,1,"1,469,475"
312,1113,8/18/2020,97838,1,"1,469,475"
313,1113,8/21/2020,92545,1,"1,469,475"
314,1113,8/30/2020,78608,1,"1,469,475"
315,1113,9/12/2020,95682,1,"1,469,475"
316,1113,9/13/2020,77520,1,"1,469,475"
317,1113,9/25/2020,47620,1,"1,469,475"
318,1113,10/10/2020,6790,1,"1,469,475"
319,1113,10/26/2020,32738,1,"1,469,475"
320,1113,11/1/2020,89139,1,"1,469,475"
321,1113,11/30/2020,7726,1,"1,469,475"
322,1113,12/4/2020,95726,1,"1,469,475"
323,1113,12/7/2020,70633,1,"1,469,475"
324,1113,12/27/2020,78251,1,"1,469,475"
325,1113,12/29/2020,95610,1,"1,469,475"
326,1080,5/9/2014,2093,1,"2,650,725"
327,1080,5/9/2014,89032,1,"2,650,725"
328,1080,5/9/2014,97739,1,"2,650,725"
329,1080,5/23/2014,83002,1,"2,650,725"
330,1080,5/31/2014,93221,1,"2,624,475"
331,1080,6/20/2014,84109,1,"2,650,725"
332,1080,6/20/2014,84116,1,"2,650,725"
333,1080,6/28/2014,97322,1,"2,650,725"
334,1080,9/6/2014,97477,1,"2,650,725"
335,1080,9/15/2014,7052,1,"2,650,725"
336,1080,11/16/2014,95746,1,"2,650,725"
337,1080,11/27/2014,84660,2,"530,145"
338,1080,3/21/2015,83714,1,"2,650,725"
339,1080,3/23/2015,70072,1,"2,650,725"
340,1080,4/11/2015,89131,1,"2,650,725"
341,1080,7/25/2016,32808,1,"2,650,725"
342,1081,1/15/2013,6457,1,"2,256,975"
343,1081,1/15/2013,39402,1,"2,256,975"
344,1081,1/15/2013,74070,1,"2,256,975"
345,1081,1/15/2013,95926,1,"2,256,975"
346,1081,1/15/2013,97201,1,"2,256,975"
347,1081,2/15/2013,97013,1,"2,256,975"
348,1081,3/15/2013,2830,1,"2,256,975"
349,1081,3/15/2013,6071,1,"2,256,975"
350,1081,3/15/2013,64151,1,"2,256,975"
351,1081,3/15/2013,96001,1,"2,256,975"
352,1081,4/15/2013,1077,1,"2,256,975"
353,1081,4/15/2013,21030,1,"2,256,975"
354,1081,4/15/2013,46996,1,"2,256,975"
355,1081,4/15/2013,51501,1,"2,256,975"
356,1081,4/15/2013,56007,1,"2,256,975"
357,1081,4/15/2013,79119,1,"2,256,975"
358,1081,4/15/2013,83647,2,"451,395"
359,1081,4/15/2013,84010,1,"2,256,975"
360,1081,4/15/2013,84414,1,"2,256,975"
361,1081,4/15/2013,97206,1,"2,256,975"
362,1081,4/15/2013,99669,1,"2,256,975"
363,1081,5/15/2013,21901,1,"2,256,975"
364,1081,5/15/2013,35475,1,"2,256,975"
365,1081,5/15/2013,63304,1,"2,256,975"
366,1081,5/15/2013,78501,1,"2,256,975"
367,1081,5/15/2013,92807,1,"2,256,975"
368,1081,5/15/2013,97123,1,"2,256,975"
369,1081,6/15/2013,2048,1,"2,256,975"
370,1081,6/15/2013,35126,1,"2,256,975"
371,1081,6/15/2013,47448,1,"2,256,975"
372,1081,6/15/2013,54701,1,"2,256,975"
373,1081,6/15/2013,66109,1,"2,256,975"
374,1081,6/15/2013,68310,1,"2,256,975"
375,1081,6/15/2013,83642,1,"2,256,975"
376,1081,7/15/2013,5301,1,"2,283,225"
377,1081,7/15/2013,26416,1,"2,283,225"
378,1081,7/15/2013,42553,1,"2,283,225"
379,1081,7/15/2013,57702,1,"2,256,975"
380,1081,7/15/2013,63016,1,"2,256,975"
381,1081,7/15/2013,73067,1,"2,283,225"
382,1081,7/15/2013,75028,1,"2,256,975"
383,1081,7/15/2013,78628,1,"2,283,225"
384,1081,7/15/2013,83544,1,"2,256,975"
385,1081,8/15/2013,8534,1,"2,256,975"
386,1081,8/15/2013,20747,1,"2,283,225"
387,1081,8/15/2013,35007,1,"2,283,225"
388,1081,8/15/2013,65010,1,"2,283,225"
389,1081,8/15/2013,76015,1,"2,256,975"
390,1081,8/15/2013,83455,1,"2,283,225"
391,1081,9/15/2013,33946,1,"2,256,975"
392,1081,9/15/2013,37075,1,"2,283,225"
393,1081,9/15/2013,97038,1,"2,283,225"
394,1081,10/15/2013,7420,1,"2,283,225"
395,1081,10/15/2013,29483,1,"2,283,225"
396,1081,10/15/2013,66061,1,"2,283,225"
397,1086,7/19/2018,92345,1,"865,725"
398,1086,7/19/2018,92504,1,"865,725"
399,1086,7/20/2018,71943,1,"865,725"
400,1086,7/21/2018,42049,1,"865,725"
401,1086,7/21/2018,55904,1,"839,475"
402,1086,7/21/2018,73099,1,"865,725"
403,1086,7/21/2018,92883,1,"865,725"
404,1086,7/23/2018,6057,1,"865,725"
405,1086,7/26/2018,75495,2,"173,145"
406,1086,7/26/2018,77901,1,"865,725"
407,1086,7/26/2018,92807,1,"865,725"
408,1086,7/27/2018,95424,1,"865,725"
409,1086,7/28/2018,2360,1,"839,475"
410,1086,7/28/2018,66801,1,"865,725"
411,1086,7/28/2018,95304,1,"865,725"
412,1086,7/30/2018,55345,1,"891,975"
413,1086,7/30/2018,65065,1,"865,725"
414,1086,8/2/2018,33549,1,"865,725"
415,1086,8/3/2018,55128,1,"839,475"
416,1086,8/3/2018,68743,1,"839,475"
417,1086,8/3/2018,69301,1,"865,725"
418,1086,8/3/2018,95430,1,"865,725"
419,1086,8/4/2018,21771,1,"865,725"
420,1086,8/4/2018,40337,1,"865,725"
421,1086,8/4/2018,84003,1,"865,725"
422,1086,8/5/2018,29436,1,"865,725"
423,1086,8/5/2018,95628,1,"865,725"
424,1086,8/10/2018,21050,1,"865,725"
425,1086,8/10/2018,46366,1,"865,725"
426,1086,8/11/2018,32780,1,"865,725"
427,1086,8/12/2018,85048,2,"173,145"
428,1086,8/12/2018,86515,1,"839,475"
429,1086,8/16/2018,21703,1,"865,725"
430,1086,8/17/2018,1570,1,"839,475"
431,1086,8/17/2018,2874,1,"865,725"
432,1086,8/18/2018,63034,1,"865,725"
433,1086,8/18/2018,76017,1,"865,725"
434,1086,8/18/2018,79010,1,"865,725"
435,1086,8/18/2018,95242,1,"865,725"
436,1086,8/20/2018,55011,1,"865,725"
437,1086,8/23/2018,6783,1,"865,725"
438,1086,8/23/2018,92504,1,"865,725"
439,1086,8/23/2018,95619,1,"865,725"
440,1086,8/24/2018,54017,1,"865,725"
441,1086,8/24/2018,90745,1,"865,725"
442,1086,8/25/2018,74601,1,"865,725"
443,1086,8/25/2018,94521,1,"865,725"
444,1086,8/26/2018,6072,1,"865,725"
445,1086,8/26/2018,50566,1,"865,725"
446,1086,8/27/2018,95687,1,"865,725"
447,1086,8/30/2018,55017,1,"865,725"
448,1086,8/30/2018,63368,1,"865,725"
449,1086,8/31/2018,77665,1,"865,725"
450,1086,9/1/2018,35004,1,"865,725"
451,1086,9/1/2018,76016,1,"865,725"
452,1086,9/2/2018,36785,1,"865,725"
453,1086,9/2/2018,46062,1,"865,725"
454,1086,9/2/2018,91737,1,"865,725"
455,1086,9/2/2018,92314,1,"865,725"
456,1086,9/3/2018,65616,1,"865,725"
457,1086,9/7/2018,70570,1,"865,725"
458,1086,9/7/2018,91763,1,"865,725"
459,1085,10/23/2016,8075,1,84
460,1085,10/23/2016,46322,1,"891,975"
461,1085,10/23/2016,63012,1,84
462,1085,10/23/2016,91737,1,"891,975"
463,1085,10/24/2016,95376,1,"891,975"
464,1085,10/25/2016,90701,1,"891,975"
465,1085,10/29/2016,95687,1,"891,975"
466,1085,10/30/2016,40118,1,"891,975"
467,1085,10/30/2016,95023,1,"891,975"
468,1085,10/31/2016,77506,1,"891,975"
469,1085,11/5/2016,75980,1,"891,975"
470,1085,11/5/2016,85737,1,"891,975"
471,1085,11/11/2016,70726,1,"891,975"
472,1085,11/11/2016,95695,1,"891,975"
473,1085,11/12/2016,37115,1,"891,975"
474,1085,11/15/2016,38401,1,84
475,1085,11/18/2016,40071,1,"891,975"
476,1085,11/18/2016,42101,1,84
477,1085,11/18/2016,95020,1,"891,975"
478,1085,11/19/2016,7076,1,84
479,1085,11/19/2016,37318,1,"891,975"
480,1085,11/19/2016,92586,1,"891,975"
481,1085,11/20/2016,94550,1,"891,975"
482,1085,11/27/2016,33823,1,"891,975"
483,1085,11/27/2016,92503,1,"891,975"
484,1085,12/2/2016,64485,1,"891,975"
485,1085,12/2/2016,94533,1,"891,975"
486,1085,12/3/2016,46151,1,"891,975"
487,1085,12/3/2016,75090,1,"891,975"
488,1085,12/3/2016,96003,1,"891,975"
489,1085,12/5/2016,83651,1,"891,975"
490,1085,12/6/2016,21202,1,"891,975"
491,1085,12/6/2016,92879,1,"891,975"
492,1085,12/9/2016,84790,1,"891,975"
493,1085,12/10/2016,70501,1,"891,975"
494,1085,12/10/2016,72734,1,"891,975"
495,1085,12/10/2016,95682,1,"891,975"
496,1085,12/11/2016,7677,1,"891,975"
497,1085,12/12/2016,8831,1,"891,975"
498,1085,12/12/2016,65201,1,"891,975"
499,1085,12/12/2016,95709,1,"891,975"
500,1085,12/13/2016,8088,1,84
501,1085,12/13/2016,78412,1,"891,975"
502,1085,12/13/2016,82520,1,84
503,1085,12/16/2016,32571,1,"891,975"
504,1085,12/16/2016,35016,1,"891,975"
505,1085,12/16/2016,92881,1,"891,975"
506,1085,12/17/2016,72761,1,"891,975"
507,1085,12/17/2016,76028,1,"891,975"
508,1085,12/17/2016,90620,1,"891,975"
509,1085,12/18/2016,33710,1,"891,975"
510,1085,12/18/2016,70817,1,"891,975"
511,1085,12/18/2016,75035,1,"891,975"
512,1085,12/19/2016,19701,1,"891,975"
513,1085,12/20/2016,6351,1,"891,975"
514,1085,12/20/2016,33543,1,84
515,1085,12/20/2016,38017,1,84
516,1085,12/20/2016,73651,1,"891,975"
517,1085,12/20/2016,92026,1,"891,975"
518,1085,12/20/2016,92078,1,"891,975"
519,1085,12/23/2016,2333,1,"891,975"
520,1085,12/23/2016,39350,1,"891,975"
521,1085,12/26/2016,70560,1,84
522,1085,12/26/2016,77306,1,"891,975"
523,1085,12/26/2016,93004,1,"891,975"
524,1085,12/26/2016,94580,1,"891,975"
525,1085,12/26/2016,95667,2,"178,395"
526,1085,12/27/2016,19711,1,84
527,1085,12/27/2016,29078,1,84
528,1085,12/27/2016,36037,1,84
529,1085,12/27/2016,68715,1,"891,975"
530,1085,12/27/2016,70563,1,84
531,1085,12/27/2016,84027,1,"891,975"
532,1085,12/27/2016,86412,1,"891,975"
533,1085,12/30/2016,2536,1,84
534,1085,12/30/2016,2766,1,"891,975"
535,1085,12/30/2016,8037,1,"891,975"
536,1085,12/30/2016,29585,1,"891,975"
537,1085,12/30/2016,33803,1,"891,975"
538,1085,12/30/2016,37921,1,84
539,1085,12/30/2016,46385,1,"891,975"
540,1085,12/30/2016,71639,1,"891,975"
541,1085,12/30/2016,92503,1,"891,975"
542,1085,12/31/2016,21034,1,"891,975"
543,1085,12/31/2016,29461,1,"891,975"
544,1085,12/31/2016,29841,1,"891,975"
545,1085,12/31/2016,37617,1,"891,975"
546,1085,12/26/2016,8753,1,"891,975"
547,1085,12/26/2016,32404,1,"891,975"
548,1085,12/26/2016,46214,1,"891,975"
549,1085,12/26/2016,52154,1,"891,975"
550,1085,12/26/2016,53810,1,"891,975"
551,1085,12/26/2016,55082,1,84
552,1085,12/26/2016,57110,1,"891,975"
553,1085,12/26/2016,75154,1,84
554,1085,12/26/2016,84004,1,"891,975"
555,1085,12/26/2016,85259,1,"891,975"
556,1085,12/26/2016,93901,1,"891,975"
557,1085,12/27/2016,29126,1,84
558,1085,12/27/2016,29631,1,"891,975"
559,1085,12/27/2016,33067,1,84
560,1085,12/27/2016,54915,1,"891,975"
561,1085,12/27/2016,70360,1,"891,975"
562,1085,12/27/2016,93536,1,"891,975"
563,1085,12/30/2016,29715,1,"891,975"
564,1085,12/30/2016,36078,1,"891,975"
565,1085,12/30/2016,37311,1,"891,975"
566,1085,12/30/2016,58105,1,84
567,1085,12/30/2016,63141,1,"891,975"
568,1085,12/30/2016,84088,1,"891,975"
569,1085,12/30/2016,85248,1,"891,975"
570,1085,12/30/2016,94517,1,"891,975"
571,1085,12/30/2016,96093,1,"891,975"
572,1085,12/31/2016,6472,1,"891,975"
573,1085,12/31/2016,7005,1,"891,975"
574,1085,12/31/2016,38671,1,"891,975"
575,1085,12/31/2016,39466,1,84
576,1085,12/31/2016,53807,1,"891,975"
577,1085,12/31/2016,55318,1,"891,975"
578,1085,12/31/2016,68601,1,"891,975"
579,1085,12/31/2016,75602,1,"891,975"
580,1085,12/31/2016,78620,1,"891,975"
581,1085,1/2/2017,35243,1,"891,975"
582,1085,1/2/2017,59860,1,"891,975"
583,1085,1/2/2017,65281,1,84
584,1085,1/2/2017,85044,1,"891,975"
585,1085,1/2/2017,90034,1,"891,975"
586,1085,1/3/2017,32080,1,"891,975"
587,1085,1/3/2017,90262,1,"891,975"
588,1085,1/6/2017,95682,2,"178,395"
589,1085,1/9/2017,42211,1,84
590,1085,1/10/2017,94551,1,"891,975"
